Date,Store,Predicted_Weekly_Sales
2013-12-27,2,1501587.2100002393
2013-01-02,3,435840.8103259057
2013-01-03,3,421233.33078178763
2013-01-09,3,345560.59800724685
2013-01-10,3,420205.1569419503
2013-01-16,3,425642.65571399033
2013-01-17,3,424297.21049803495
2013-01-23,3,430577.8163728267
2013-01-24,3,382918.5749272853
2013-01-30,3,333319.9274202883
2013-01-31,3,432006.2239564657
2013-02-01,3,301546.672428444
2013-02-06,3,400399.5603208542
2013-02-07,3,377229.5353105366
2013-02-08,3,391271.6421228498
2013-02-13,3,408595.17380157113
2013-02-14,3,454493.1606351137
2013-02-15,3,339466.4484949857
2013-02-20,3,419200.62300135195
2013-02-21,3,307945.953099072
2013-02-22,3,379189.44638055563
2013-02-27,3,323321.02101781964
2013-02-28,3,356368.11174438894
2013-03-01,3,438307.0812750608
2013-03-05,3,303008.1640692055
2013-03-07,3,408621.3755660355
2013-03-08,3,365064.8457571119
2013-03-12,3,453426.0395151377
2013-03-14,3,306170.98073937
2013-03-15,3,423074.10259492695
2013-03-19,3,356947.4787030816
2013-03-21,3,438804.65449890494
2013-03-22,3,410622.22635252774
2013-03-26,3,370685.4872444272
2013-03-28,3,370257.476373896
2013-03-29,3,361433.2072470039
2013-04-02,3,353314.4123674333
2013-04-04,3,386105.3905759603
2013-04-05,3,383052.21164262295
2013-04-09,3,340649.3238835931
2013-04-11,3,382069.7297460735
2013-04-12,3,738840.6857393011
2013-04-16,3,409366.11365038157
2013-04-18,3,385768.46117193997
2013-04-19,3,354936.3323199451
2013-04-23,3,405812.72031128407
2013-04-25,3,422465.81940183043
2013-04-26,3,395393.61060218513
2013-04-30,3,408631.2670715898
2013-05-02,3,344932.48847188056
2013-05-03,3,413351.6720903814
2013-05-07,3,354574.0537907034
2013-05-09,3,393643.59360423684
2013-05-10,3,410411.5017952621
2013-05-14,3,401055.1577605754
2013-05-16,3,324813.2114635557
2013-05-17,3,457754.38731239736
2013-05-21,3,395914.46161314845
2013-05-23,3,419745.9230669588
2013-05-24,3,390667.1566757858
2013-05-28,3,387045.9848883301
2013-05-30,3,378208.56738620996
2013-05-31,3,313136.3728646338
2013-06-04,3,352432.46400022507
2013-06-06,3,395711.63270775974
2013-06-07,3,396573.70726804435
2013-06-11,3,389580.43214027584
2013-06-13,3,398831.87426011264
2013-06-14,3,337205.32152852416
2013-06-18,3,403142.98882089555
2013-06-20,3,411423.51833571494
2013-06-21,3,372050.48744240403
2013-06-25,3,351048.35242918134
2013-06-27,3,355676.931242764
2013-06-28,3,298913.43675352633
2013-07-02,3,338071.80116793513
2013-07-04,3,397318.2734594345
2013-07-05,3,362879.34726056457
2013-07-09,3,408670.49337364733
2013-07-11,3,364418.50704461336
2013-07-12,3,354640.6771184653
2013-07-16,3,366968.32906611264
2013-07-18,3,277042.1720691174
2013-07-19,3,390533.67569091916
2013-07-23,3,321561.80863553286
2013-07-25,3,474193.08545438945
2013-07-26,3,301926.63757674396
2013-07-30,3,325762.87283474207
2013-08-01,3,391245.6221859902
2013-08-02,3,360583.5171903968
2013-08-06,3,404108.05296199024
2013-08-08,3,402870.5295253843
2013-08-09,3,370957.41680316627
2013-08-13,3,378162.58343327045
2013-08-15,3,346889.3561156243
2013-08-16,3,310124.24891753495
2013-08-20,3,387497.41533587873
2013-08-22,3,309125.35010915995
2013-08-23,3,393613.02213047445
2013-08-27,3,331467.22112728655
2013-08-29,3,365707.48562403023
2013-08-30,3,310600.05451752245
2013-09-03,3,360830.2285437584
2013-09-05,3,354672.90718768537
2013-09-06,3,320531.3025650978
2013-09-10,3,335549.94825327396
2013-09-12,3,363018.9965891093
2013-09-13,3,307294.8247256577
2013-09-17,3,344523.7102032602
2013-09-19,3,393703.7189755142
2013-09-20,3,427072.77906537056
2013-09-24,3,340164.606708318
2013-09-26,3,345725.0753053725
2013-09-27,3,397173.1217600852
2013-10-01,3,319994.08997659385
2013-10-03,3,372403.7377128452
2013-10-04,3,360998.3877557069
2013-10-08,3,359221.2471924573
2013-10-10,3,301500.4553296864
2013-10-11,3,370168.6328099668
2013-10-15,3,370800.0473924875
2013-10-17,3,377419.3771029115
2013-10-18,3,385267.9975182116
2013-10-22,3,347006.44169460237
2013-10-24,3,302222.99827203155
2013-10-25,3,391584.3490460664
2013-10-31,3,330399.6782886833
2013-11-01,3,375454.7589237243
2013-11-07,3,434846.46383832395
2013-11-08,3,319655.4201837778
2013-11-14,3,328907.07116670907
2013-11-15,3,308900.33464868367
2013-11-21,3,335008.92839440703
2013-11-22,3,359558.0855345279
2013-11-28,3,312317.27783355117
2013-11-29,3,180669.75840075314
2013-12-05,3,361738.81886583567
2013-12-06,3,447331.3117376566
2013-12-12,3,368472.9427097291
2013-12-13,3,397601.76860785484
2013-12-19,3,323897.12726049125
2013-12-20,3,272706.6328843236
2013-12-26,3,362115.7659429759
2013-12-27,3,371835.09836007655
2013-01-02,4,1814816.8518595248
2013-01-03,4,1713400.255460292
2013-01-09,4,1723780.3279375955
2013-01-10,4,1886771.3952550292
2013-01-16,4,1737907.7897571996
2013-01-17,4,1755985.1542063057
2013-01-23,4,1727366.6301240698
2013-01-24,4,1757222.6727000847
2013-01-30,4,2001433.343130201
2013-01-31,4,1803131.6950408593
2013-02-01,4,1599293.296430111
2013-02-06,4,1664244.1787374169
2013-02-07,4,2070371.4568958879
2013-02-08,4,1678841.5312468633
2013-02-13,4,1801653.7607658803
2013-02-14,4,1681839.0377658382
2013-02-15,4,1769338.6716796085
2013-02-20,4,1748307.7587608173
2013-02-21,4,1794742.8620584533
2013-02-22,4,1793431.243034549
2013-02-27,4,1665956.9181746691
2013-02-28,4,1677816.6855344921
2013-03-01,4,1760572.4643593505
2013-03-05,4,1681492.5974164084
2013-03-07,4,1770574.345938474
2013-03-08,4,1743357.2645379677
2013-03-12,4,1646421.758752346
2013-03-14,4,1694385.1853558645
2013-03-15,4,2103633.8798772246
2013-03-19,4,1642577.3231609315
2013-03-21,4,1702203.3509605676
2013-03-22,4,1742066.0462359786
2013-03-26,4,1762587.0383765325
2013-03-28,4,1789763.4616212174
2013-03-29,4,1704389.9945253283
2013-04-02,4,1777888.734734565
2013-04-04,4,1718380.4848899767
2013-04-05,4,1837596.9638099968
2013-04-09,4,1742075.087824069
2013-04-11,4,1718097.160702899
2013-04-12,4,1754826.7010651752
2013-04-16,4,1800957.4598420337
2013-04-18,4,1677104.4066923633
2013-04-19,4,1686176.213077113
2013-04-23,4,1646016.750841245
2013-04-25,4,1737512.8411180973
2013-04-26,4,1640948.093159154
2013-04-30,4,2185955.1150398403
2013-05-02,4,1798747.399501577
2013-05-03,4,1725105.8149526939
2013-05-07,4,1722889.4918698817
2013-05-09,4,1722374.8037439212
2013-05-10,4,1836763.2527264357
2013-05-14,4,1690524.3662964627
2013-05-16,4,1674547.6001703069
2013-05-17,4,1640501.1818900928
2013-05-21,4,1709241.696859762
2013-05-23,4,1722202.9507616535
2013-05-24,4,1714804.7095472068
2013-05-28,4,1561532.2006319985
2013-05-30,4,1574803.7291927114
2013-05-31,4,1764265.591933228
2013-06-04,4,1719822.1274721995
2013-06-06,4,1768229.936461866
2013-06-07,4,1704484.0334083363
2013-06-11,4,1666142.684686087
2013-06-13,4,1759891.0600820929
2013-06-14,4,1794338.1057568714
2013-06-18,4,1665974.7678144723
2013-06-20,4,1672351.5009022653
2013-06-21,4,1655236.5638746172
2013-06-25,4,1706291.458508633
2013-06-27,4,1686088.0147387534
2013-06-28,4,2105974.7402824536
2013-07-02,4,1764637.3547226414
2013-07-04,4,2044719.8896403834
2013-07-05,4,1708456.9974076822
2013-07-09,4,1689109.446338348
2013-07-11,4,1731261.0217571184
2013-07-12,4,1787448.8715821132
2013-07-16,4,2029961.822401911
2013-07-18,4,1772459.3104396015
2013-07-19,4,1712859.8498662338
2013-07-23,4,1601838.0106809214
2013-07-25,4,1717725.124588348
2013-07-26,4,1766795.5133952945
2013-07-30,4,1605850.6580484733
2013-08-01,4,1684870.4817297608
2013-08-02,4,1602183.203516297
2013-08-06,4,1700234.5159358978
2013-08-08,4,1715801.460240513
2013-08-09,4,1782906.0935687646
2013-08-13,4,1857729.4815951362
2013-08-15,4,1803637.1552673802
2013-08-16,4,1588277.1667910889
2013-08-20,4,2011574.4238698035
2013-08-22,4,1755438.9343764707
2013-08-23,4,1672191.929922305
2013-08-27,4,1588305.528970383
2013-08-29,4,1786879.5805108026
2013-08-30,4,1625488.918521896
2013-09-03,4,1711194.8426243514
2013-09-05,4,1628124.6101783887
2013-09-06,4,1731819.5637322366
2013-09-10,4,1785694.1366191506
2013-09-12,4,1708529.7416883036
2013-09-13,4,1781510.4185083807
2013-09-17,4,1703304.716477424
2013-09-19,4,1544076.3115423694
2013-09-20,4,2170428.3269392326
2013-09-24,4,1659210.2811721414
2013-09-26,4,1683303.6475025713
2013-09-27,4,1778095.7755585983
2013-10-01,4,1672310.31851957
2013-10-03,4,1661011.007479012
2013-10-04,4,1637808.2780954093
2013-10-08,4,1686965.1441982463
2013-10-10,4,1743594.8300774395
2013-10-11,4,1791895.9947202206
2013-10-15,4,1621407.157977894
2013-10-17,4,1679101.210928291
2013-10-18,4,2002710.9217334688
2013-10-22,4,1664115.379619293
2013-10-24,4,1694208.669840008
2013-10-25,4,1697850.24020686
2013-10-31,4,1637674.3899054825
2013-11-01,4,1760937.5828669444
2013-11-07,4,1621200.4655959085
2013-11-08,4,1558678.8468465135
2013-11-14,4,1731713.4246046543
2013-11-15,4,1739355.780241184
2013-11-21,4,1720785.9775314853
2013-11-22,4,1742976.2831115797
2013-11-28,4,1762111.2947929874
2013-11-29,4,1516175.291262716
2013-12-05,4,1792637.7672864646
2013-12-06,4,1995802.5956053138
2013-12-12,4,1848078.1294869632
2013-12-13,4,1740263.5059821159
2013-12-19,4,1634474.0660144612
2013-12-20,4,1683883.9636671618
2013-12-26,4,1703703.4213794693
2013-12-27,4,1689166.1363815516
2013-01-02,5,290996.6111907214
2013-01-03,5,370274.5513602495
2013-01-09,5,345035.1333964467
2013-01-10,5,433480.97441105545
2013-01-16,5,436989.0661431998
2013-01-17,5,404864.18242549896
2013-01-23,5,311382.7504826337
2013-01-24,5,398978.9887455106
2013-01-30,5,320968.2581537068
2013-01-31,5,426858.16856455803
2013-02-01,5,230683.89117111266
2013-02-06,5,391615.9738935679
2013-02-07,5,357663.1760660112
2013-02-08,5,416985.29781515896
2013-02-13,5,420370.57164889574
2013-02-14,5,366779.5815011263
2013-02-15,5,409011.38073280454
2013-02-20,5,410954.02522164583
2013-02-21,5,327747.0157125443
2013-02-22,5,351442.5390846133
2013-02-27,5,878776.4050104171
2013-02-28,5,390810.3456541598
2013-03-01,5,350605.57825917006
2013-03-05,5,411017.7313335389
2013-03-07,5,368656.4961130619
2013-03-08,5,359383.67404064536
2013-03-12,5,369909.66704916954
2013-03-14,5,322234.64331534505
2013-03-15,5,395901.91371551156
2013-03-19,5,336611.9249470681
2013-03-21,5,331131.2432846129
2013-03-22,5,391346.580893293
2013-03-26,5,325494.73001129925
2013-03-28,5,341647.4875730127
2013-03-29,5,364681.29546940327
2013-04-02,5,317052.3539402932
2013-04-04,5,295221.8601990789
2013-04-05,5,391793.65542185307
2013-04-09,5,718298.0976646543
2013-04-11,5,414128.00282137096
2013-04-12,5,370602.8828676343
2013-04-16,5,333781.4790070504
2013-04-18,5,366080.05131953955
2013-04-19,5,394922.2450915724
2013-04-23,5,318530.6600895822
2013-04-25,5,377889.4656714648
2013-04-26,5,336300.4173155725
2013-04-30,5,355082.0075968355
2013-05-02,5,413311.79274635017
2013-05-03,5,340948.60078139603
2013-05-07,5,370516.95067831874
2013-05-09,5,276146.5006132424
2013-05-10,5,711867.6349479929
2013-05-14,5,396613.5714697242
2013-05-16,5,327751.2861304283
2013-05-17,5,387176.8826704025
2013-05-21,5,343201.42995479703
2013-05-23,5,315352.8101415783
2013-05-24,5,626893.5729255676
2013-05-28,5,306309.46803613007
2013-05-30,5,338372.0500598103
2013-05-31,5,345357.8738633394
2013-06-04,5,346724.0511739403
2013-06-06,5,339088.3315280229
2013-06-07,5,378778.9026568383
2013-06-11,5,369913.1683013737
2013-06-13,5,658984.3881698996
2013-06-14,5,354804.4132152051
2013-06-18,5,708121.96368929
2013-06-20,5,351011.3136033416
2013-06-21,5,319793.90874640644
2013-06-25,5,674933.9702762067
2013-06-27,5,355477.13674354553
2013-06-28,5,362808.47282242775
2013-07-02,5,666321.7056637257
2013-07-04,5,370490.7067682445
2013-07-05,5,316008.19696091115
2013-07-09,5,364223.45811241865
2013-07-11,5,309503.4838797748
2013-07-12,5,283734.87369960546
2013-07-16,5,369469.0668891221
2013-07-18,5,348531.3450511247
2013-07-19,5,330845.0762851089
2013-07-23,5,308186.6216701418
2013-07-25,5,350679.2752825618
2013-07-26,5,260652.08927418292
2013-07-30,5,286096.5931299627
2013-08-01,5,397727.8875937164
2013-08-02,5,308471.5275089741
2013-08-06,5,656966.149108395
2013-08-08,5,269159.80706883967
2013-08-09,5,370540.31893122196
2013-08-13,5,381083.82420504093
2013-08-15,5,314165.971918568
2013-08-16,5,738800.121589683
2013-08-20,5,404539.2672987133
2013-08-22,5,278788.5288595259
2013-08-23,5,338990.95397789776
2013-08-27,5,289354.8617410213
2013-08-29,5,329835.3669427186
2013-08-30,5,298010.54004861414
2013-09-03,5,320043.97699822485
2013-09-05,5,379779.59438046813
2013-09-06,5,316237.10702061653
2013-09-10,5,248585.27762885392
2013-09-12,5,694138.7307863086
2013-09-13,5,254225.3339357376
2013-09-17,5,379809.2151992917
2013-09-19,5,347791.829330042
2013-09-20,5,365491.7757952213
2013-09-24,5,383856.39143167436
2013-09-26,5,390423.11128875613
2013-09-27,5,367441.0226686299
2013-10-01,5,358609.13061375916
2013-10-03,5,358552.6806254387
2013-10-04,5,658953.059906587
2013-10-08,5,329384.0035496056
2013-10-10,5,376399.3562350422
2013-10-11,5,329711.87105435133
2013-10-15,5,341915.2422672361
2013-10-17,5,368442.4730178118
2013-10-18,5,296026.7389882058
2013-10-22,5,371924.79141135514
2013-10-24,5,289499.534759596
2013-10-25,5,354104.4194140285
2013-10-31,5,325086.34668013453
2013-11-01,5,335713.5117957294
2013-11-07,5,333208.84124052525
2013-11-08,5,387733.2490786165
2013-11-14,5,358292.04865674675
2013-11-15,5,278979.7792298794
2013-11-21,5,365576.5527013242
2013-11-22,5,322647.8564619869
2013-11-28,5,288035.4154893756
2013-11-29,5,277405.281247437
2013-12-05,5,355731.66143743694
2013-12-06,5,359555.23672889173
2013-12-12,5,678234.9879975915
2013-12-13,5,372017.40491846204
2013-12-19,5,254324.52807110548
2013-12-20,5,250360.17575900257
2013-12-26,5,325410.7803161442
2013-12-27,5,305163.9651464224
2013-01-02,6,1596895.0145562962
2013-01-03,6,1578692.383085519
2013-01-09,6,1521423.6589341536
2013-01-10,6,1583716.9125984833
2013-01-16,6,1492488.4696334973
2013-01-17,6,1559822.3561945707
2013-01-23,6,1589819.5670633689
2013-01-24,6,1644360.6491804048
2013-01-30,6,1503081.3185043782
2013-01-31,6,1582297.3899582252
2013-02-01,6,1385223.5242467076
2013-02-06,6,1590653.0782459155
2013-02-07,6,1562772.949307561
2013-02-08,6,1554717.274105586
2013-02-13,6,1556205.9190306738
2013-02-14,6,1574806.3978329673
2013-02-15,6,1584871.653086111
2013-02-20,6,1602964.947270982
2013-02-21,6,1582337.2264261767
2013-02-22,6,1637862.7842035294
2013-02-27,6,1491735.4291900843
2013-02-28,6,1562716.1227016523
2013-03-01,6,1552123.177814573
2013-03-05,6,1558339.3134893402
2013-03-07,6,1533632.1605501175
2013-03-08,6,1562918.7556857392
2013-03-12,6,1483758.5034811199
2013-03-14,6,1555226.5037188977
2013-03-15,6,1499388.9815275893
2013-03-19,6,1579146.2163377777
2013-03-21,6,1565161.1478937864
2013-03-22,6,1930046.244229056
2013-03-26,6,1507133.9111682028
2013-03-28,6,1532436.0133259073
2013-03-29,6,1575971.9566545635
2013-04-02,6,1582641.0597432256
2013-04-04,6,1560728.165334016
2013-04-05,6,1557289.7879806384
2013-04-09,6,1508700.2470616326
2013-04-11,6,1515735.2778280228
2013-04-12,6,1558402.4523445219
2013-04-16,6,1601630.5052801445
2013-04-18,6,1577434.9139941186
2013-04-19,6,1570970.2220342308
2013-04-23,6,1588627.9215719253
2013-04-25,6,1578761.7714509517
2013-04-26,6,1752685.3823037967
2013-04-30,6,1538471.7481295317
2013-05-02,6,1859251.8098819554
2013-05-03,6,1472724.2064455226
2013-05-07,6,1549729.4639303088
2013-05-09,6,1564864.7924278602
2013-05-10,6,1513519.0136257708
2013-05-14,6,1502084.862774223
2013-05-16,6,1883054.0165960789
2013-05-17,6,1484937.1967977956
2013-05-21,6,1564340.3034033924
2013-05-23,6,1530504.1903755516
2013-05-24,6,1520302.2162826508
2013-05-28,6,1452269.2880975753
2013-05-30,6,1863735.8886765763
2013-05-31,6,1891431.5913468823
2013-06-04,6,1474993.909498617
2013-06-06,6,1557374.1889831498
2013-06-07,6,1597623.7926296815
2013-06-11,6,1524271.2332012504
2013-06-13,6,1458135.9636454135
2013-06-14,6,1546324.0054701865
2013-06-18,6,1530968.4133164883
2013-06-20,6,1561872.5885751098
2013-06-21,6,1582635.6796006486
2013-06-25,6,1486599.847679004
2013-06-27,6,1547355.8913126513
2013-06-28,6,1518592.280878596
2013-07-02,6,1551526.915077433
2013-07-04,6,1535764.964463666
2013-07-05,6,1444534.4095584154
2013-07-09,6,1539589.2903476954
2013-07-11,6,1567391.0231747404
2013-07-12,6,1540444.2664467692
2013-07-16,6,1567030.6858634204
2013-07-18,6,1516087.04194092
2013-07-19,6,1574399.9926741645
