Store,Date,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size,Weekly_Sales,Year,Month,WeekOfYear,DayOfWeek,Holiday_Weight,Weighted_Weekly_Sales
1,3/14/2013,FALSE,83.13,3.648,0,1232.8,8.73,0,2448.8,215.044,7.682,0,151315,,2013,3,11,3,1,
1,3/15/2013,FALSE,62.27,2.719,2428.47,0,0,0,0,210.82,7.808,0,151315,,2013,3,11,4,1,
1,3/19/2013,FALSE,76.44,2.826,7365.26,0,34.16,0,3675.32,210.617,7.808,0,151315,,2013,3,12,1,1,
1,3/21/2013,FALSE,83.13,3.648,5726.77,0,1.98,0,1805.33,215.044,7.682,0,151315,,2013,3,12,3,1,
1,3/22/2013,FALSE,80.42,3.311,373.34,0,0,149.62,4245.6,221.933,6.908,0,151315,,2013,3,12,4,1,
1,3/26/2013,FALSE,69.31,3.285,260.78,872.4,0,0,0,217.045,7.866,0,151315,,2013,3,13,1,1,
1,3/28/2013,FALSE,80.44,2.759,88646.76,274,0.06,0,1327.97,210.897,7.808,0,151315,,2013,3,13,3,1,
1,3/29/2013,FALSE,54.98,3.332,5886.72,317.08,5.2,0,1583.43,217.837,7.866,0,151315,,2013,3,13,4,1,
1,4/2/2013,FALSE,67.63,3.907,0,0,0,1198.48,2942.39,215.734,7.682,0,151315,,2013,4,14,1,1,
1,4/4/2013,FALSE,49.27,2.708,0,0,0,525.04,0,211.607,7.838,0,151315,,2013,4,14,3,1,
1,4/5/2013,FALSE,71.89,2.603,0,0,0,0,0,211.672,7.838,0,151315,,2013,4,14,4,1,
1,4/9/2013,FALSE,56.55,3.36,0,0,0,43.89,3682.22,220.172,7.348,0,151315,,2013,4,15,1,1,
1,4/11/2013,FALSE,84.34,2.653,10045.03,93.82,0,1060.9,0,211.339,7.808,0,151315,,2013,4,15,3,1,
1,4/12/2013,FALSE,85.22,2.619,0,0,8.66,4932.07,6219.56,211.567,7.787,0,151315,,2013,4,15,4,1,
1,4/16/2013,FALSE,91.65,3.684,0,4.91,12,0,0,215.545,7.962,0,151315,,2013,4,16,1,1,
1,4/18/2013,FALSE,67.18,2.72,0,0,0,1208.44,0,211.814,7.838,0,151315,,2013,4,16,3,1,
1,4/19/2013,FALSE,68.55,3.617,0,0,69.89,0,0,223.181,6.573,0,151315,,2013,4,16,4,1,
1,4/23/2013,FALSE,81.21,2.577,0,0,5.6,3309.33,0,211.531,7.787,0,151315,,2013,4,17,1,1,
1,4/25/2013,FALSE,58.74,2.689,0,0,0,0,2088.65,211.956,7.838,0,151315,,2013,4,17,3,1,
1,4/26/2013,FALSE,83.58,3.594,0,0,0,0,3221.84,215.091,7.682,0,151315,,2013,4,17,4,1,
1,4/30/2013,FALSE,44.55,3.129,0,0,0,2443.14,28604.2,219.536,7.866,0,151315,,2013,4,18,1,1,
1,5/2/2013,FALSE,53.56,3.459,3669.95,42.2,0,0,0,214.111,7.742,0,151315,,2013,5,18,3,1,
1,5/3/2013,FALSE,48.02,3.409,0,0,37.12,0,0,220.265,7.348,0,151315,,2013,5,18,4,1,
1,5/7/2013,FALSE,75.55,3.749,19913.55,0,0,0,0,221.672,7.143,0,151315,,2013,5,19,1,1,
1,5/9/2013,FALSE,82.66,3.407,0,0.3,0,38.76,0,221.941,6.908,0,151315,,2013,5,19,3,1,
1,5/10/2013,FALSE,82.66,3.407,0,0,0,0,0,221.941,6.908,0,151315,,2013,5,19,4,1,
1,5/14/2013,FALSE,38.51,2.548,0,0,0,67.72,818.06,211.242,8.106,0,151315,,2013,5,20,1,1,
1,5/16/2013,FALSE,59.61,2.728,0,0,113.19,0,0,212.004,7.838,0,151315,,2013,5,20,3,1,
1,5/17/2013,FALSE,81.57,3.227,0,0,61.64,0,0,221.884,6.908,0,151315,,2013,5,20,4,1,
1,5/21/2013,FALSE,83.58,3.594,1279.39,0,0,0,0,215.091,7.682,0,151315,,2013,5,21,1,1,
1,5/23/2013,FALSE,76,3.546,5977.78,0,0,0,0,215.861,7.962,0,151315,,2013,5,21,3,5,
1,5/24/2013,FALSE,69.07,3.891,0,0,0,0,7315.09,221.51,7.143,0,151315,,2013,5,21,4,1,
1,5/28/2013,FALSE,49.84,2.869,0,0,8.34,0,2739.63,211.405,7.838,0,151315,,2013,5,22,1,1,
1,5/30/2013,FALSE,83.13,3.648,0,45.2,0,0,0,215.044,7.682,0,151315,,2013,5,22,3,1,
1,5/31/2013,FALSE,89.94,3.554,0,0,67.16,0,0,215.669,7.962,0,151315,,2013,5,22,4,1,
1,6/4/2013,FALSE,74.78,2.854,1813.06,42.97,0,0,1790.89,210.337,7.808,0,151315,,2013,6,23,1,1,
1,6/6/2013,FALSE,60.14,3.236,17465.29,0,0,3309.33,3098.77,218.468,7.866,0,151315,,2013,6,23,3,5,
1,6/7/2013,FALSE,53.56,3.459,1291.33,0,9.3,0,0,214.111,7.742,0,151315,,2013,6,23,4,1,
1,6/11/2013,FALSE,64.52,2.735,548.62,0,0,968.4,0,211.748,7.838,0,151315,,2013,6,24,1,5,
1,6/13/2013,FALSE,38.51,2.548,6984.56,0,0,5880.54,6124.49,211.242,8.106,0,151315,,2013,6,24,3,1,
1,6/14/2013,FALSE,45.32,3.51,4472.55,0,0,0,0,220.426,7.348,0,151315,,2013,6,24,4,1,
1,6/18/2013,FALSE,64.84,2.795,0,9,0,1166.93,0,210.439,7.808,0,151315,,2013,6,25,1,1,
1,6/20/2013,FALSE,62.27,2.719,0,0,0,0,1939.92,210.82,7.808,0,151315,,2013,6,25,3,1,
1,6/21/2013,FALSE,76.08,3.666,6926.97,0,0.8,0,0,222.982,6.908,0,151315,,2013,6,25,4,1,
1,6/25/2013,FALSE,68.55,3.617,0,0,5.9,0,0,223.181,6.573,0,151315,,2013,6,26,1,1,
1,6/27/2013,FALSE,64.84,2.795,0,0,0,8063.07,0,210.439,7.808,0,151315,,2013,6,26,3,1,
1,6/28/2013,FALSE,80.94,2.624,4625.55,0,0,3168.1,0,211.597,7.787,0,151315,,2013,6,26,4,1,
1,7/2/2013,FALSE,67.41,2.78,11072.87,0,58.34,1299.65,0,210.39,7.808,0,151315,,2013,7,27,1,1,
1,7/4/2013,FALSE,83.36,2.608,964.82,768.91,1.39,0,0,211.235,7.787,0,151315,,2013,7,27,3,1,
1,7/5/2013,FALSE,59.17,3.524,2240.27,0,0,744.86,0,214.837,7.682,0,151315,,2013,7,27,4,1,
1,7/9/2013,FALSE,83.58,3.594,0,0,0,0,0,215.091,7.682,0,151315,,2013,7,28,1,1,
1,7/11/2013,FALSE,73.77,3.688,0,0,24.45,0,0,221.726,7.143,0,151315,,2013,7,28,3,1,
1,7/12/2013,FALSE,53.56,3.459,0,0,0.68,0,351.97,214.111,7.742,0,151315,,2013,7,28,4,1,
1,7/16/2013,FALSE,60.14,3.236,4579.58,123.32,2.86,1481.31,1774.78,218.468,7.866,0,151315,,2013,7,29,1,5,
1,7/18/2013,FALSE,43.83,3.01,0,3298.88,0,162.33,7147.3,212.197,7.742,0,151315,,2013,7,29,3,1,
1,7/19/2013,FALSE,64.52,2.735,0,0,0,6.47,2705.58,211.748,7.838,0,151315,,2013,7,29,4,5,
1,7/23/2013,FALSE,46.33,2.843,15098.61,0,6.03,0,3201.88,211.466,7.838,0,151315,,2013,7,30,1,1,
1,7/25/2013,FALSE,77.12,3.256,233.77,0,0,1575.99,815.05,221.924,6.908,0,151315,,2013,7,30,3,1,
1,7/26/2013,FALSE,49.01,3.157,0,0,0,1675.49,5252.73,219.714,7.348,0,151315,,2013,7,30,4,1,
1,7/30/2013,FALSE,79.94,3.526,0,0,0,0,4508.04,216.041,7.962,0,151315,,2013,7,31,1,1,
1,8/1/2013,FALSE,83.15,2.623,0,0,182.6,0,0,211.1,7.787,0,151315,,2013,8,31,3,1,
1,8/2/2013,FALSE,75.55,3.749,0,0,2.31,0,0,221.672,7.143,0,151315,,2013,8,31,4,1,
1,8/6/2013,FALSE,80.91,2.669,0,0,0,0,5180.78,211.224,7.787,0,151315,,2013,8,32,1,1,
1,8/8/2013,FALSE,84.11,2.637,0,60,0,0,0,211.454,7.808,0,151315,,2013,8,32,3,1,
1,8/9/2013,FALSE,87,2.692,6741.36,559.3,0,0,4266.94,211.639,7.787,0,151315,,2013,8,32,4,1,
1,8/13/2013,FALSE,71.89,2.603,0,67.6,0,0,0,211.672,7.838,0,151315,,2013,8,33,1,1,
1,8/15/2013,FALSE,48.91,3.172,0,865.21,6.14,1671.53,5509.84,218.715,7.866,0,151315,,2013,8,33,3,1,
1,8/16/2013,FALSE,83.15,2.623,3412.14,0,1065.7,0,0,211.1,7.787,0,151315,,2013,8,33,4,1,
1,8/20/2013,FALSE,52.33,2.886,4430.73,0,0,0,1338.53,211.405,7.838,0,151315,,2013,8,34,1,1,
1,8/22/2013,FALSE,89.94,3.554,4298.34,0,0,3655.34,5826.68,215.669,7.962,0,151315,,2013,8,34,3,1,
1,8/23/2013,FALSE,43.93,3.158,0,0,0,24.64,0,218.962,7.866,0,151315,,2013,8,34,4,1,
1,8/27/2013,FALSE,73.77,3.688,6801.13,0,6.45,0,0,221.726,7.143,0,151315,,2013,8,35,1,1,
1,8/29/2013,FALSE,85.05,3.494,0,0,0,108.71,0,221.958,6.908,0,151315,,2013,8,35,3,1,
1,8/30/2013,TRUE,80.43,2.668,0,0,0,0,1433.31,211.456,7.808,0,151315,,2013,8,35,4,1,
1,9/3/2013,FALSE,86.83,3.682,0,346.02,0,0,1309.22,215.483,7.962,0,151315,,2013,9,36,1,1,
1,9/5/2013,FALSE,69.86,2.725,1657.67,0,0,0,6379.49,211.861,7.838,0,151315,,2013,9,36,3,1,
1,9/6/2013,FALSE,64.52,2.735,0,7.6,0,0,0,211.748,7.838,0,151315,,2013,9,36,4,5,
1,9/10/2013,FALSE,87.96,3.523,0,0,0,0,0,215.733,7.962,0,151315,,2013,9,37,1,1,
1,9/12/2013,FALSE,66.32,2.808,0,0,118.91,829.7,746.84,210.489,7.808,0,151315,,2013,9,37,3,1,
1,9/13/2013,FALSE,64.52,2.735,8408.31,0,0,0,0,211.748,7.838,0,151315,,2013,9,37,4,5,
1,9/17/2013,FALSE,67.41,2.78,6277.39,0,15.38,0,0,210.39,7.808,0,151315,,2013,9,38,1,1,
1,9/19/2013,FALSE,48.53,3.261,5565.31,0,0,0,0,219.893,7.348,0,151315,,2013,9,38,3,1,
1,9/20/2013,FALSE,71.74,3.274,6599.69,0,0,315.1,0,217.355,7.866,0,151315,,2013,9,38,4,1,
1,9/24/2013,FALSE,84.88,3.286,24426.8,1,0,0,0,221.843,7.143,0,151315,,2013,9,39,1,1,
1,9/26/2013,FALSE,60.14,3.236,0,370.35,0,0,0,218.468,7.866,0,151315,,2013,9,39,3,5,
1,9/27/2013,FALSE,46.33,2.843,0,109.6,0,0,0,211.466,7.838,0,151315,,2013,9,39,4,1,
1,10/1/2013,FALSE,62.27,2.719,0,0,2.13,2144.87,0,210.82,7.808,0,151315,,2013,10,40,1,1,
1,10/3/2013,FALSE,74.97,3.717,6246.07,22,0,1785.38,5588.33,222.582,6.908,0,151315,,2013,10,40,3,1,
1,10/4/2013,FALSE,69.97,3.473,6165.27,0,0.75,418.13,0,214.6,7.742,0,151315,,2013,10,40,4,1,
1,10/8/2013,FALSE,38.51,2.548,13122.32,0,0,0,0,211.242,8.106,0,151315,,2013,10,41,1,1,
1,10/10/2013,FALSE,35.4,2.983,0,0,0,0,0,211.457,7.742,0,151315,,2013,10,41,3,1,
1,10/11/2013,FALSE,80.49,3.638,10844.38,0,0,0,0,222.305,6.908,0,151315,,2013,10,41,4,1,
1,10/15/2013,FALSE,46.5,2.625,0,112.64,2.36,3401.36,0,211.35,8.106,0,151315,,2013,10,42,1,1,
1,10/17/2013,FALSE,80.69,2.705,0,0,30.01,0,3623.51,211.176,7.808,0,151315,,2013,10,42,3,1,
1,10/18/2013,FALSE,71.27,3.743,5494.1,253.2,19.51,16.2,0,215.292,7.682,0,151315,,2013,10,42,4,1,
1,10/22/2013,FALSE,46.33,2.843,0,0,0,0,0,211.466,7.838,0,151315,,2013,10,43,1,1,
1,10/24/2013,FALSE,85.55,3.524,6017.71,0,125.93,0,0,215.184,7.962,0,151315,,2013,10,43,3,1,
1,10/25/2013,FALSE,47.96,3.112,0,0,0,0,2152.23,219.358,7.866,0,151315,,2013,10,43,4,1,
1,10/31/2013,FALSE,46.63,2.561,7055.91,0,0.6,0,0,211.32,8.106,0,151315,,2013,10,44,3,1,
1,11/1/2013,FALSE,49.27,2.708,0,0,0,0,0,211.607,7.838,0,151315,,2013,11,44,4,1,
1,11/7/2013,FALSE,54.58,2.72,0,0,0,0,2273.92,211.216,8.106,0,151315,,2013,11,45,3,1,
1,11/8/2013,FALSE,48.02,3.409,0,0,0,0,3645.65,220.265,7.348,0,151315,,2013,11,45,4,1,
1,11/14/2013,FALSE,43.93,3.158,0,0,5.85,0,0,218.962,7.866,0,151315,,2013,11,46,3,1,
1,11/15/2013,FALSE,71.27,3.743,0,3151.32,0,2231.64,3717.62,215.292,7.682,0,151315,,2013,11,46,4,1,
1,11/21/2013,FALSE,71.89,2.603,7157.73,0,0,1818.94,0,211.672,7.838,0,151315,,2013,11,47,3,1,
1,11/22/2013,FALSE,35.4,2.983,0,0.5,0,1798.06,0,211.457,7.742,0,151315,,2013,11,47,4,1,
1,11/28/2013,FALSE,54.11,3.268,0,0,0,0,0,219.986,7.348,0,151315,,2013,11,48,3,1,
1,11/29/2013,TRUE,77.95,3.501,0,0,84.93,0,6346.44,221.747,7.143,0,151315,,2013,11,48,4,1,
1,12/5/2013,FALSE,60.96,3.63,0,59.47,0,0,6346.44,220.848,7.348,0,151315,,2013,12,49,3,1,
1,12/6/2013,FALSE,81.84,2.64,34577.06,4394.52,0,1601.01,402.9,211.37,7.787,0,151315,,2013,12,49,4,1,
1,12/12/2013,FALSE,49.27,2.708,0,0,0,33.35,0,211.607,7.838,0,151315,,2013,12,50,3,1,
1,12/13/2013,FALSE,69.31,3.285,0,0,0,98.46,0,217.045,7.866,0,151315,,2013,12,50,4,1,
1,12/19/2013,FALSE,67.23,3.814,0,0,0,0,0,221.618,7.143,0,151315,,2013,12,51,3,1,
1,12/20/2013,TRUE,77.22,3.561,21974.47,0.35,0,0,0,221.745,7.143,0,151315,,2013,12,51,4,1,
1,12/26/2013,FALSE,62.76,3.488,0,0.5,25.38,0,0,214.363,7.742,0,151315,,2013,12,52,3,1,
1,12/27/2013,FALSE,77.95,3.501,0,0,0,3572.95,0,221.747,7.143,0,151315,,2013,12,52,4,1,
2,1/2/2013,FALSE,73.31,2.854,0,41.28,0,0,7013.13,209.998,8.2,0,202307,,2013,1,1,2,1,
2,1/3/2013,FALSE,80.56,3.393,4383.29,0,1019.36,5390.02,0,221.401,6.891,0,202307,,2013,1,1,3,1,
2,1/9/2013,FALSE,85.32,2.623,0,0,0,0,0,210.758,8.099,0,202307,,2013,1,2,2,1,
2,1/10/2013,FALSE,46.98,3.409,3996.22,0,0,0,0,219.905,7.057,0,202307,,2013,1,2,3,1,
2,1/16/2013,FALSE,74.61,3.899,571.85,1781.71,0,0,0,215.612,7.931,0,202307,,2013,1,3,2,1,
2,1/17/2013,FALSE,75.58,3.467,971.97,0,4.5,0,0,216.028,7.852,0,202307,,2013,1,3,3,1,
2,1/23/2013,FALSE,88.7,2.664,3131.47,3.82,0,4849.39,0,211.26,8.099,0,202307,,2013,1,4,2,1,
2,1/24/2013,FALSE,57.85,2.689,0,0,0,0,0,211.614,8.163,0,202307,,2013,1,4,3,1,
2,1/30/2013,FALSE,85.69,3.524,0,0,0,0,0,214.837,7.852,0,202307,,2013,1,5,2,1,
2,1/31/2013,FALSE,84.79,3.571,0,0,0,0,0,221.675,6.565,0,202307,,2013,1,5,3,1,
2,2/1/2013,TRUE,57.77,3.288,0,0,0,0,0,213.478,8.028,0,202307,,2013,2,5,4,1,
2,2/6/2013,FALSE,50.13,3.159,0,0,0,0,0,218.822,7.441,0,202307,,2013,2,6,2,1,
2,2/7/2013,FALSE,56.36,3.236,0,0,0,3736.21,1062.83,218.113,7.441,0,202307,,2013,2,6,3,5,
2,2/8/2013,FALSE,58.79,3.63,0,0,0,0,0,220.487,7.057,0,202307,,2013,2,6,4,1,
2,2/13/2013,FALSE,57.56,2.667,0,0,0,0,619.87,211.038,8.324,0,202307,,2013,2,7,2,1,
2,2/14/2013,FALSE,61.48,3.906,0,0,1.02,0,0,215.445,7.931,0,202307,,2013,2,7,3,1,
2,2/15/2013,FALSE,45.99,3.261,0,67.6,4.02,0,2174.14,219.533,7.057,0,202307,,2013,2,7,4,1,
2,2/20/2013,FALSE,57.56,2.667,0,11.23,0,0,0,211.038,8.324,0,202307,,2013,2,8,2,1,
2,2/21/2013,FALSE,51.26,2.732,0,0,13.07,2773.46,6287.18,210.677,8.324,0,202307,,2013,2,8,3,1,
2,2/22/2013,FALSE,89.83,3.575,0,0,0,31.75,0,215.013,7.852,0,202307,,2013,2,8,4,1,
2,2/27/2013,FALSE,50.81,2.771,0,49.02,10.66,0,0,211.547,8.163,0,202307,,2013,2,9,2,1,
2,2/28/2013,FALSE,64.53,3.353,0,0,463.79,0,0,217.165,7.441,0,202307,,2013,2,9,3,1,
2,3/1/2013,FALSE,52.7,3.459,2779.97,0,0,0,2043.43,213.765,8.028,0,202307,,2013,3,9,4,1,
2,3/5/2013,FALSE,64.53,3.353,0,0,0,1103.04,0,217.165,7.441,0,202307,,2013,3,10,1,1,
2,3/7/2013,FALSE,57.56,2.667,0,0,87.63,136.45,7307.24,211.038,8.324,0,202307,,2013,3,10,3,1,
2,3/8/2013,FALSE,43.82,3.51,0,0,5.59,0,0,220.065,7.057,0,202307,,2013,3,10,4,1,
2,3/12/2013,FALSE,87.65,3.73,0,0,0,110.41,4545.91,222.075,6.565,0,202307,,2013,3,11,1,5,
2,3/14/2013,FALSE,65.69,3.877,489.19,170.78,94.07,0,0,221.202,6.891,0,202307,,2013,3,11,3,1,
2,3/15/2013,FALSE,68.08,3.891,0,0,0,0,1659.22,221.148,6.891,0,202307,,2013,3,11,4,1,
2,3/19/2013,FALSE,68.08,3.594,0,0,0,0,0,223.06,6.17,0,202307,,2013,3,12,1,1,
2,3/21/2013,FALSE,69.42,3.473,0,0,0,0,0,214.252,8.028,0,202307,,2013,3,12,3,1,
2,3/22/2013,FALSE,59.33,3.297,5656.83,0,213.38,0,1062.83,217.646,7.441,0,202307,,2013,3,12,4,1,
2,3/26/2013,FALSE,67.2,3.814,0,0,0,0,9700.64,221.256,6.891,0,202307,,2013,3,13,1,1,
2,3/28/2013,FALSE,47.55,2.869,0,0,0,0,0,211.065,8.163,0,202307,,2013,3,13,3,1,
2,3/29/2013,FALSE,84.79,3.571,0,0,0,0,940.29,221.675,6.565,0,202307,,2013,3,13,4,1,
2,4/2/2013,FALSE,46.75,3.157,0,79.4,1.71,0,3068.81,219.355,7.057,0,202307,,2013,4,14,1,1,
2,4/4/2013,FALSE,76.73,3.749,0,0,0,0,0,221.31,6.891,0,202307,,2013,4,14,3,1,
2,4/5/2013,FALSE,47.55,2.869,0,0,0.18,0,0,211.065,8.163,0,202307,,2013,4,14,4,1,
2,4/9/2013,FALSE,82.64,3.638,0,0,22.59,0,778.47,221.942,6.565,0,202307,,2013,4,15,1,1,
2,4/11/2013,FALSE,76.42,3.786,0,0,0,0,0,215.154,7.931,0,202307,,2013,4,15,3,1,
2,4/12/2013,FALSE,88.7,2.664,13884.35,0,0,0,0,211.26,8.099,0,202307,,2013,4,15,4,1,
2,4/16/2013,FALSE,69.79,3.506,0,0,0,2458.5,0,223.078,6.17,0,202307,,2013,4,16,1,1,
2,4/18/2013,FALSE,55.43,3.524,0,65,3.66,0,430.69,214.489,7.931,0,202307,,2013,4,16,3,1,
2,4/19/2013,FALSE,78.85,3.526,0,0,0,5550.87,0,215.694,7.852,0,202307,,2013,4,16,4,1,
2,4/23/2013,FALSE,54.63,3.555,0,0,0,0,886.6,220.276,7.057,0,202307,,2013,4,17,1,1,
2,4/25/2013,FALSE,71.28,2.835,5011.32,0,0,332.11,0,210.001,8.2,0,202307,,2013,4,17,3,1,
2,4/26/2013,FALSE,83.4,2.668,1169.41,0,0,2384.18,164.08,211.112,8.2,0,202307,,2013,4,17,4,1,
2,4/30/2013,FALSE,81.81,2.705,0,0,0,499.91,392.74,210.834,8.2,0,202307,,2013,4,18,1,1,
2,5/2/2013,FALSE,74.61,3.899,0,0,0,0,6689.78,215.612,7.931,0,202307,,2013,5,18,3,1,
2,5/3/2013,FALSE,62.32,3.488,6972.24,0,0,0,0,214.016,8.028,0,202307,,2013,5,18,4,1,
2,5/7/2013,FALSE,82.59,2.642,0,55.98,0,9955.21,0,210.766,8.099,0,202307,,2013,5,19,1,1,
2,5/9/2013,FALSE,68.43,3.891,0,89.01,0,0,1542.59,221.074,6.891,0,202307,,2013,5,19,3,1,
2,5/10/2013,FALSE,81.83,2.577,0,7.24,0,0,0,211.189,8.099,0,202307,,2013,5,19,4,1,
2,5/14/2013,FALSE,76.91,3.62,0,0,1339.1,0,0,221.808,6.565,0,202307,,2013,5,20,1,1,
2,5/16/2013,FALSE,69.24,2.603,0,0,945.23,0,0,211.33,8.163,0,202307,,2013,5,20,3,1,
2,5/17/2013,FALSE,90.07,3.682,0,0,0,763.09,4087.29,215.136,7.852,0,202307,,2013,5,20,4,1,
2,5/21/2013,FALSE,90.45,3.523,8839.9,0,58.82,0,0,215.387,7.852,0,202307,,2013,5,21,1,1,
2,5/23/2013,FALSE,66.98,2.78,1260.59,0,0,0,0,210.051,8.2,0,202307,,2013,5,21,3,1,
2,5/24/2013,FALSE,65.11,2.795,4945.52,0,0,0,0,210.1,8.2,0,202307,,2013,5,21,4,1,
2,5/28/2013,FALSE,76.73,3.749,2955.56,0,2.82,0,3147.23,221.31,6.891,0,202307,,2013,5,22,1,1,
2,5/30/2013,FALSE,73.87,3.688,7146.9,0,0,0,0,221.363,6.891,0,202307,,2013,5,22,3,1,
2,5/31/2013,FALSE,50.5,3.29,0,0,9.08,0,0,219.719,7.057,0,202307,,2013,5,22,4,1,
2,6/4/2013,FALSE,47.3,2.943,0,0,63.72,0,0,211.065,8.163,0,202307,,2013,6,23,1,1,
2,6/6/2013,FALSE,85.32,2.623,0,32.04,0,3694.8,0,210.758,8.099,0,202307,,2013,6,23,3,1,
2,6/7/2013,FALSE,76.91,3.62,7150.28,5786.94,959.55,0,1668.88,221.808,6.565,0,202307,,2013,6,23,4,1,
2,6/11/2013,FALSE,81.13,2.759,0,136.9,143.1,1219.92,0,210.555,8.2,0,202307,,2013,6,24,1,1,
2,6/13/2013,FALSE,57.11,3.669,319.93,0,0,1590.01,0,220.697,7.057,0,202307,,2013,6,24,3,1,
2,6/14/2013,FALSE,74.83,2.826,0,0,0,0,4297.27,210.277,8.2,0,202307,,2013,6,24,4,1,
2,6/18/2013,FALSE,46.98,3.409,0,0,14.4,0,0,219.905,7.057,0,202307,,2013,6,25,1,1,
2,6/20/2013,FALSE,80.56,3.393,0,0,0,0,7618.04,221.401,6.891,0,202307,,2013,6,25,3,1,
2,6/21/2013,FALSE,63.19,2.633,0,0,488.13,611.78,0,211.404,8.163,0,202307,,2013,6,25,4,1,
2,6/25/2013,FALSE,69.79,3.506,0,0,0,0,1979.96,223.078,6.17,0,202307,,2013,6,26,1,1,
2,6/27/2013,FALSE,81.13,2.759,7945.42,67.99,0,996.02,2945.89,210.555,8.2,0,202307,,2013,6,26,3,1,
2,6/28/2013,FALSE,40.19,2.572,0,22.4,88.73,2124.61,0,210.753,8.324,0,202307,,2013,6,26,4,1,
2,7/2/2013,FALSE,69.92,3.285,0,5702.57,0,0,3275.57,216.696,7.441,0,202307,,2013,7,27,1,1,
2,7/4/2013,FALSE,83.07,3.699,0,3004.75,158.53,677.36,0,214.925,7.931,0,202307,,2013,7,27,3,1,
2,7/5/2013,FALSE,85.81,2.637,14910.8,0,46.76,0,6421.05,211.11,8.2,0,202307,,2013,7,27,4,1,
2,7/9/2013,FALSE,86.26,2.653,1786.27,0,0,0,4741.92,210.995,8.2,0,202307,,2013,7,28,1,1,
