Date,Store,Weekly_Sales,Predicted_Weekly_Sales,Combined_Sales
2010-03-12,14,2156035.06,,2156035.06
2010-03-12,15,604173.59,,604173.59
2010-03-12,16,445393.74,,445393.74
2010-03-12,17,763961.82,,763961.82
2010-03-12,18,1138800.32,,1138800.32
2010-03-12,19,1467889.2,,1467889.2
2010-03-12,20,2010974.84,,2010974.84
2010-03-12,21,712312.89,,712312.89
2010-03-12,22,967187.37,,967187.37
2010-03-12,23,1408082.96,,1408082.96
2010-03-12,24,1309340.16,,1309340.16
2010-03-12,25,660619.99,,660619.99
2010-03-12,26,963382.09,,963382.09
2010-03-12,27,1925113.12,,1925113.12
2010-03-12,28,1326877.11,,1326877.11
2010-03-12,29,519042.49,,519042.49
2010-03-12,30,468189.93,,468189.93
2010-03-12,31,1366193.35,,1366193.35
2010-03-12,32,1093319.37,,1093319.37
2010-03-12,33,312161.0,,312161.0
2010-03-12,34,921247.88,,921247.88
2010-03-12,35,1150344.39,,1150344.39
2010-03-12,36,441434.2,,441434.2
2010-03-12,37,513015.35,,513015.35
2010-03-12,38,342023.92,,342023.92
2010-03-12,39,1244391.83,,1244391.83
2010-03-12,40,899352.4,,899352.4
2010-03-12,41,1023997.71,,1023997.71
2010-03-12,42,588363.62,,588363.62
2010-03-12,43,645386.94,,645386.94
2010-03-12,44,272190.83,,272190.83
2010-03-12,45,765687.42,,765687.42
2010-03-19,1,1472515.79,,1472515.79
2010-03-19,2,1946070.88,,1946070.88
2010-03-19,3,375328.59,,375328.59
2010-03-19,4,1897429.36,,1897429.36
2010-03-19,5,281706.41,,281706.41
2010-03-19,6,1693058.91,,1693058.91
2010-03-19,7,574450.23,,574450.23
2010-03-19,8,839911.0,,839911.0
2010-03-19,9,485744.61,,485744.61
2010-03-19,10,1946875.06,,1946875.06
2010-03-19,11,1364207.0,,1364207.0
2010-03-19,12,972088.34,,972088.34
2010-03-19,13,1879794.89,,1879794.89
2010-03-19,14,2066219.3,,2066219.3
2010-03-19,15,593710.67,,593710.67
2010-03-19,16,504307.35,,504307.35
2010-03-19,17,752034.52,,752034.52
2010-03-19,18,1087507.47,,1087507.47
2010-03-19,19,1332940.35,,1332940.35
2010-03-19,20,1951848.43,,1951848.43
2010-03-19,21,727070.0,,727070.0
2010-03-19,22,966145.09,,966145.09
2010-03-19,23,1229008.32,,1229008.32
2010-03-19,24,1222511.29,,1222511.29
2010-03-19,25,659795.84,,659795.84
2010-03-19,26,903366.55,,903366.55
2010-03-19,27,1700627.97,,1700627.97
2010-03-19,28,1279819.43,,1279819.43
2010-03-19,29,496851.6,,496851.6
2010-03-19,30,445736.36,,445736.36
2010-03-19,31,1332261.01,,1332261.01
2010-03-19,32,1059781.78,,1059781.78
2010-03-19,33,282235.73,,282235.73
2010-03-19,34,892070.82,,892070.82
2010-03-19,35,1117536.09,,1117536.09
2010-03-19,36,428851.99,,428851.99
2010-03-19,37,460020.74,,460020.74
2010-03-19,38,333025.47,,333025.47
2010-03-19,39,1301590.13,,1301590.13
2010-03-19,40,894865.3,,894865.3
2010-03-19,41,1006597.69,,1006597.69
2010-03-19,42,519914.1,,519914.1
2010-03-19,43,668098.49,,668098.49
2010-03-19,44,269624.2,,269624.2
2010-03-19,45,773819.49,,773819.49
2010-03-26,1,1404429.92,,1404429.92
2010-03-26,2,1750197.81,,1750197.81
2010-03-26,3,359949.27,,359949.27
2010-03-26,4,1762539.3,,1762539.3
2010-03-26,5,273282.97,,273282.97
2010-03-26,6,1472033.38,,1472033.38
2010-03-26,7,514731.6,,514731.6
2010-03-26,8,772539.12,,772539.12
2010-03-26,9,484946.56,,484946.56
2010-03-26,10,1893532.46,,1893532.46
2010-03-26,11,1245624.27,,1245624.27
2010-03-26,12,981615.81,,981615.81
2010-03-26,13,1882095.98,,1882095.98
2010-03-26,14,2050396.27,,2050396.27
2010-03-26,15,592111.49,,592111.49
2010-03-26,16,483177.2,,483177.2
2010-03-26,17,793097.64,,793097.64
2010-03-26,18,1092704.09,,1092704.09
2010-03-26,19,1427023.45,,1427023.45
2010-03-26,20,1894742.95,,1894742.95
2010-03-26,21,686497.53,,686497.53
2010-03-26,22,1012075.12,,1012075.12
2010-03-26,23,1310701.8,,1310701.8
2010-03-26,24,1258311.56,,1258311.56
2010-03-26,25,696687.6,,696687.6
2010-03-26,26,893613.0,,893613.0
2010-03-26,27,1836714.84,,1836714.84
2010-03-26,28,1245268.77,,1245268.77
2010-03-26,29,552985.34,,552985.34
2010-03-26,30,442457.35,,442457.35
2010-03-26,31,1229635.7,,1229635.7
2010-03-26,32,1076021.58,,1076021.58
2010-03-26,33,262893.76,,262893.76
2010-03-26,34,880742.35,,880742.35
2010-03-26,35,1078900.44,,1078900.44
2010-03-26,36,404438.51,,404438.51
2010-03-26,37,515777.97,,515777.97
2010-03-26,38,335858.11,,335858.11
2010-03-26,39,1235094.66,,1235094.66
2010-03-26,40,873354.58,,873354.58
2010-03-26,41,1015196.46,,1015196.46
2010-03-26,42,478021.68,,478021.68
2010-03-26,43,623097.93,,623097.93
2010-03-26,44,276279.49,,276279.49
2010-03-26,45,782563.38,,782563.38
2010-04-02,1,1594968.28,,1594968.28
2010-04-02,2,2066187.72,,2066187.72
2010-04-02,3,423294.4,,423294.4
2010-04-02,4,1979247.12,,1979247.12
2010-04-02,5,331406.0,,331406.0
2010-04-02,6,1770333.9,,1770333.9
2010-04-02,7,561145.14,,561145.14
2010-04-02,8,914500.91,,914500.91
2010-04-02,9,545206.32,,545206.32
2010-04-02,10,2138651.97,,2138651.97
2010-04-02,11,1446210.26,,1446210.26
2010-04-02,12,1011822.3,,1011822.3
2010-04-02,13,2142482.14,,2142482.14
2010-04-02,14,2495630.51,,2495630.51
2010-04-02,15,718470.71,,718470.71
2010-04-02,16,490503.69,,490503.69
2010-04-02,17,848521.17,,848521.17
2010-04-02,18,1254107.84,,1254107.84
2010-04-02,19,1642970.27,,1642970.27
2010-04-02,20,2405395.22,,2405395.22
2010-04-02,21,753664.12,,753664.12
2010-04-02,22,1177340.99,,1177340.99
2010-04-02,23,1556627.62,,1556627.62
2010-04-02,24,1478321.26,,1478321.26
2010-04-02,25,822486.37,,822486.37
2010-04-02,26,1029849.2,,1029849.2
2010-04-02,27,2053952.97,,2053952.97
2010-04-02,28,1441559.4,,1441559.4
2010-04-02,29,599629.25,,599629.25
2010-04-02,30,457884.06,,457884.06
2010-04-02,31,1357600.68,,1357600.68
2010-04-02,32,1131732.94,,1131732.94
2010-04-02,33,274634.52,,274634.52
2010-04-02,34,979428.66,,979428.66
2010-04-02,35,1189556.47,,1189556.47
2010-04-02,36,435972.82,,435972.82
2010-04-02,37,540189.7,,540189.7
2010-04-02,38,368929.55,,368929.55
2010-04-02,39,1463942.62,,1463942.62
2010-04-02,40,1041202.13,,1041202.13
2010-04-02,41,1168826.39,,1168826.39
2010-04-02,42,505907.41,,505907.41
2010-04-02,43,650102.8,,650102.8
2010-04-02,44,286197.5,,286197.5
2010-04-02,45,877235.96,,877235.96
2010-04-09,1,1545418.53,,1545418.53
2010-04-09,2,1954689.21,,1954689.21
2010-04-09,3,415870.28,,415870.28
2010-04-09,4,1818452.72,,1818452.72
2010-04-09,5,328020.49,,328020.49
2010-04-09,6,1667181.82,,1667181.82
2010-04-09,7,484263.25,,484263.25
2010-04-09,8,916033.92,,916033.92
2010-04-09,9,529384.31,,529384.31
2010-04-09,10,2041069.37,,2041069.37
2010-04-09,11,1470308.32,,1470308.32
2010-04-09,12,1041238.87,,1041238.87
2010-04-09,13,1898321.33,,1898321.33
2010-04-09,14,2258781.28,,2258781.28
2010-04-09,15,634605.77,,634605.77
2010-04-09,16,424083.99,,424083.99
2010-04-09,17,770228.02,,770228.02
2010-04-09,18,1174447.55,,1174447.55
2010-04-09,19,1489613.32,,1489613.32
2010-04-09,20,2007796.26,,2007796.26
2010-04-09,21,751181.4,,751181.4
2010-04-09,22,1033171.07,,1033171.07
2010-04-09,23,1264434.7,,1264434.7
2010-04-09,24,1379579.63,,1379579.63
2010-04-09,25,712647.97,,712647.97
2010-04-09,26,1022293.81,,1022293.81
2010-04-09,27,1955814.13,,1955814.13
2010-04-09,28,1382359.21,,1382359.21
2010-04-09,29,569937.23,,569937.23
2010-04-09,30,454800.96,,454800.96
2010-04-09,31,1395710.09,,1395710.09
2010-04-09,32,1095889.22,,1095889.22
2010-04-09,33,325201.05,,325201.05
2010-04-09,34,950684.2,,950684.2
2010-04-09,35,1198014.97,,1198014.97
2010-04-09,36,453016.91,,453016.91
2010-04-09,37,513327.55,,513327.55
2010-04-09,38,341630.46,,341630.46
2010-04-09,39,1327035.27,,1327035.27
2010-04-09,40,919839.19,,919839.19
2010-04-09,41,1082158.21,,1082158.21
2010-04-09,42,582552.26,,582552.26
2010-04-09,43,693058.34,,693058.34
2010-04-09,44,257361.3,,257361.3
2010-04-09,45,833782.7,,833782.7
2010-04-16,1,1466058.28,,1466058.28
2010-04-16,2,1874957.94,,1874957.94
2010-04-16,3,354993.26,,354993.26
2010-04-16,4,1851519.69,,1851519.69
2010-04-16,5,306858.69,,306858.69
2010-04-16,6,1519846.36,,1519846.36
2010-04-16,7,406228.19,,406228.19
2010-04-16,8,882917.12,,882917.12
2010-04-16,9,485764.32,,485764.32
2010-04-16,10,1826241.44,,1826241.44
2010-04-16,11,1323243.35,,1323243.35
2010-04-16,12,957997.52,,957997.52
2010-04-16,13,1819660.44,,1819660.44
2010-04-16,14,2121788.61,,2121788.61
2010-04-16,15,641208.65,,641208.65
2010-04-16,16,436312.41,,436312.41
2010-04-16,17,757738.76,,757738.76
2010-04-16,18,1135577.62,,1135577.62
2010-04-16,19,1460354.67,,1460354.67
2010-04-16,20,1985784.59,,1985784.59
2010-04-16,21,716026.51,,716026.51
2010-04-16,22,1000968.67,,1000968.67
2010-04-16,23,1288823.72,,1288823.72
2010-04-16,24,1268266.72,,1268266.72
2010-04-16,25,715311.6,,715311.6
2010-04-16,26,905548.38,,905548.38
2010-04-16,27,1857500.96,,1857500.96
2010-04-16,28,1268240.66,,1268240.66
2010-04-16,29,509100.84,,509100.84
2010-04-16,30,471054.16,,471054.16
2010-04-16,31,1367448.28,,1367448.28
2010-04-16,32,1082763.27,,1082763.27
2010-04-16,33,307779.64,,307779.64
2010-04-16,34,923344.54,,923344.54
2010-04-16,35,1084487.55,,1084487.55
2010-04-16,36,483699.56,,483699.56
2010-04-16,37,524544.83,,524544.83
2010-04-16,38,337723.49,,337723.49
2010-04-16,39,1242874.98,,1242874.98
2010-04-16,40,882636.96,,882636.96
2010-04-16,41,1043388.79,,1043388.79
2010-04-16,42,549528.16,,549528.16
2010-04-16,43,675282.2,,675282.2
2010-04-16,44,280048.74,,280048.74
2010-04-16,45,782221.96,,782221.96
2010-04-23,1,1391256.12,,1391256.12
2010-04-23,2,1821990.93,,1821990.93
2010-04-23,3,339976.65,,339976.65
2010-04-23,4,1802677.9,,1802677.9
2010-04-23,5,288839.73,,288839.73
2010-04-23,6,1540435.99,,1540435.99
2010-04-23,7,404751.25,,404751.25
2010-04-23,8,850440.26,,850440.26
2010-04-23,9,488683.57,,488683.57
2010-04-23,10,1829521.83,,1829521.83
2010-04-23,11,1283766.55,,1283766.55
2010-04-23,12,993833.44,,993833.44
2010-04-23,13,1909330.77,,1909330.77
2010-04-23,14,2138144.91,,2138144.91
2010-04-23,15,643097.6,,643097.6
2010-04-23,16,370230.94,,370230.94
2010-04-23,17,977790.83,,977790.83
2010-04-23,18,1132433.55,,1132433.55
2010-04-23,19,1456793.33,,1456793.33
2010-04-23,20,1878862.42,,1878862.42
2010-04-23,21,718780.59,,718780.59
2010-04-23,22,969594.47,,969594.47
2010-04-23,23,1315023.08,,1315023.08
2010-04-23,24,1264117.01,,1264117.01
2010-04-23,25,694531.72,,694531.72
2010-04-23,26,881930.87,,881930.87
2010-04-23,27,1850205.47,,1850205.47
2010-04-23,28,1244177.21,,1244177.21
2010-04-23,29,505329.66,,505329.66
2010-04-23,30,462454.39,,462454.39
2010-04-23,31,1280465.8,,1280465.8
2010-04-23,32,1072474.8,,1072474.8
2010-04-23,33,263263.02,,263263.02
2010-04-23,34,910240.68,,910240.68
2010-04-23,35,1110827.48,,1110827.48
2010-04-23,36,434116.8,,434116.8
2010-04-23,37,527019.78,,527019.78
2010-04-23,38,335121.82,,335121.82
2010-04-23,39,1280231.85,,1280231.85
2010-04-23,40,844958.49,,844958.49
2010-04-23,41,1067340.74,,1067340.74
2010-04-23,42,492364.77,,492364.77
2010-04-23,43,638957.35,,638957.35
2010-04-23,44,278287.04,,278287.04
2010-04-23,45,749779.1,,749779.1
2010-04-30,1,1425100.71,,1425100.71
2010-04-30,2,1802450.29,,1802450.29
2010-04-30,3,361248.39,,361248.39
2010-04-30,4,1817273.28,,1817273.28
2010-04-30,5,298697.84,,298697.84
2010-04-30,6,1498080.16,,1498080.16
2010-04-30,7,373655.61,,373655.61
2010-04-30,8,778672.64,,778672.64
2010-04-30,9,491723.42,,491723.42
2010-04-30,10,1790694.59,,1790694.59
2010-04-30,11,1239766.89,,1239766.89
2010-04-30,12,954220.22,,954220.22
2010-04-30,13,1785823.37,,1785823.37
2010-04-30,14,2082355.12,,2082355.12
2010-04-30,15,570791.11,,570791.11
2010-04-30,16,383550.93,,383550.93
2010-04-30,17,807798.73,,807798.73
2010-04-30,18,1060446.16,,1060446.16
2010-04-30,19,1405065.57,,1405065.57
2010-04-30,20,1919053.21,,1919053.21
2010-04-30,21,680532.69,,680532.69
2010-04-30,22,977683.06,,977683.06
2010-04-30,23,1259414.52,,1259414.52
2010-04-30,24,1259877.19,,1259877.19
2010-04-30,25,706924.02,,706924.02
2010-04-30,26,904503.85,,904503.85
2010-04-30,27,1805885.04,,1805885.04
2010-04-30,28,1186971.02,,1186971.02
2010-04-30,29,501013.47,,501013.47
2010-04-30,30,456140.34,,456140.34
2010-04-30,31,1243200.24,,1243200.24
2010-04-30,32,1066792.63,,1066792.63
2010-04-30,33,275883.23,,275883.23
2010-04-30,34,859922.19,,859922.19
2010-04-30,35,1096930.65,,1096930.65
2010-04-30,36,457899.64,,457899.64
2010-04-30,37,517850.83,,517850.83
2010-04-30,38,337979.65,,337979.65
2010-04-30,39,1263836.59,,1263836.59
2010-04-30,40,816838.31,,816838.31
2010-04-30,41,1063960.11,,1063960.11
2010-04-30,42,477615.87,,477615.87
2010-04-30,43,630740.11,,630740.11
2010-04-30,44,272997.65,,272997.65
2010-04-30,45,737265.57,,737265.57
2010-05-07,1,1603955.12,,1603955.12
2010-05-07,2,2042581.71,,2042581.71
2010-05-07,3,399323.86,,399323.86
2010-05-07,4,2000626.14,,2000626.14
2010-05-07,5,333522.6,,333522.6
2010-05-07,6,1619920.04,,1619920.04
2010-05-07,7,395453.83,,395453.83
2010-05-07,8,916820.96,,916820.96
2010-05-07,9,526128.61,,526128.61
2010-05-07,10,1921432.16,,1921432.16
2010-05-07,11,1312329.78,,1312329.78
2010-05-07,12,1043240.27,,1043240.27
2010-05-07,13,2005478.46,,2005478.46
2010-05-07,14,2370116.52,,2370116.52
2010-05-07,15,661348.88,,661348.88
2010-05-07,16,403217.22,,403217.22
2010-05-07,17,843848.65,,843848.65
2010-05-07,18,1222255.47,,1222255.47
2010-05-07,19,1566219.77,,1566219.77
2010-05-07,20,2137202.38,,2137202.38
2010-05-07,21,744969.42,,744969.42
2010-05-07,22,1052973.28,,1052973.28
2010-05-07,23,1365552.28,,1365552.28
2010-05-07,24,1409705.03,,1409705.03
2010-05-07,25,724468.97,,724468.97
2010-05-07,26,1074479.73,,1074479.73
2010-05-07,27,1939458.84,,1939458.84
2010-05-07,28,1532893.22,,1532893.22
2010-05-07,29,568497.35,,568497.35
2010-05-07,30,457883.94,,457883.94
2010-05-07,31,1381796.8,,1381796.8
2010-05-07,32,1133657.58,,1133657.58
2010-05-07,33,326870.13,,326870.13
2010-05-07,34,953495.48,,953495.48
2010-05-07,35,1182099.88,,1182099.88
2010-05-07,36,489372.02,,489372.02
2010-05-07,37,543234.77,,543234.77
2010-05-07,38,383657.44,,383657.44
2010-05-07,39,1355704.21,,1355704.21
2010-05-07,40,1009797.06,,1009797.06
2010-05-07,41,1175738.22,,1175738.22
2010-05-07,42,582846.22,,582846.22
2010-05-07,43,691498.6,,691498.6
2010-05-07,44,285379.86,,285379.86
2010-05-07,45,812190.76,,812190.76
2010-05-14,1,1494251.5,,1494251.5
2010-05-14,2,1880752.36,,1880752.36
2010-05-14,3,384357.94,,384357.94
2010-05-14,4,1875597.28,,1875597.28
2010-05-14,5,296673.77,,296673.77
2010-05-14,6,1524059.4,,1524059.4
2010-05-14,7,372673.61,,372673.61
2010-05-14,8,873337.84,,873337.84
2010-05-14,9,492792.8,,492792.8
2010-05-14,10,1808056.41,,1808056.41
2010-05-14,11,1266796.13,,1266796.13
2010-05-14,12,966054.97,,966054.97
2010-05-14,13,1890273.44,,1890273.44
2010-05-14,14,2129771.13,,2129771.13
2010-05-14,15,594385.2,,594385.2
2010-05-14,16,401770.9,,401770.9
2010-05-14,17,813756.09,,813756.09
2010-05-14,18,1092616.49,,1092616.49
2010-05-14,19,1437319.45,,1437319.45
2010-05-14,20,2033211.62,,2033211.62
2010-05-14,21,723559.88,,723559.88
2010-05-14,22,973585.33,,973585.33
2010-05-14,23,1303055.09,,1303055.09
2010-05-14,24,1346783.35,,1346783.35
2010-05-14,25,698073.95,,698073.95
2010-05-14,26,972663.59,,972663.59
2010-05-14,27,1842465.78,,1842465.78
2010-05-14,28,1245898.73,,1245898.73
2010-05-14,29,518940.88,,518940.88
2010-05-14,30,461868.09,,461868.09
2010-05-14,31,1287288.59,,1287288.59
2010-05-14,32,1079314.52,,1079314.52
2010-05-14,33,331173.51,,331173.51
2010-05-14,34,933924.44,,933924.44
